feature,frequency,rank,word1,word2,word3,word4
is_typical,7,38659,is,typical,,
for_drug,7,38659,for,drug,,
goal_percentage,7,38659,goal,percentage,,
and_sang,7,38659,and,sang,,
from_year,7,38659,from,year,,
and_seafood,7,38659,and,seafood,,
requested_a,7,38659,requested,a,,
getting_an,7,38659,getting,an,,
those_not,7,38659,those,not,,
have_returned,7,38659,have,returned,,
it_continues,7,38659,it,continues,,
kenjon_barner,7,38659,kenjon,barner,,
sixth_seeded,7,38659,sixth,seeded,,
others_like,7,38659,others,like,,
and_basil,7,38659,and,basil,,
state_highway,7,38659,state,highway,,
much_on,7,38659,much,on,,
coors_field,7,38659,coors,field,,
robert_griffin,7,38659,robert,griffin,,
i'll_get,7,38659,i'll,get,,
with_u.s,7,38659,with,u.s,,
an_updated,7,38659,an,updated,,
in_days,7,38659,in,days,,
to_prop,7,38659,to,prop,,
living_out,7,38659,living,out,,
controls_the,7,38659,controls,the,,
a_veterans,7,38659,a,veterans,,
we've_lost,7,38659,we've,lost,,
true_freshman,7,38659,TRUE,freshman,,
and_blues,7,38659,and,blues,,
of_violating,7,38659,of,violating,,
heading_for,7,38659,heading,for,,
law_a,7,38659,law,a,,
of_everyday,7,38659,of,everyday,,
within_reach,7,38659,within,reach,,
too_has,7,38659,too,has,,
tv_radio,7,38659,tv,radio,,
it_couldn't,7,38659,it,couldn't,,
were_walking,7,38659,were,walking,,
make_to,7,38659,make,to,,
vehicle_for,7,38659,vehicle,for,,
criminal_complaint,7,38659,criminal,complaint,,
shop_with,7,38659,shop,with,,
march_she,7,38659,march,she,,
repeat_the,7,38659,repeat,the,,
helping_out,7,38659,helping,out,,
nba_team,7,38659,nba,team,,
of_similar,7,38659,of,similar,,
we_couldnâ,7,38659,we,couldnâ,,
up_what,7,38659,up,what,,
and_diverse,7,38659,and,diverse,,
supreme_court's,7,38659,supreme,court's,,
that_marriage,7,38659,that,marriage,,
long_held,7,38659,long,held,,
true_and,7,38659,TRUE,and,,
issues_â,7,38659,issues,â,,
knew_this,7,38659,knew,this,,
lot_less,7,38659,lot,less,,
anywhere_near,7,38659,anywhere,near,,
and_authorities,7,38659,and,authorities,,
he_noticed,7,38659,he,noticed,,
an_accounting,7,38659,an,accounting,,
accounting_of,7,38659,accounting,of,,
state_championships,7,38659,state,championships,,
co_a,7,38659,co,a,,
better_with,7,38659,better,with,,
tune_in,7,38659,tune,in,,
playing_catch,7,38659,playing,catch,,
broken_into,7,38659,broken,into,,
office_would,7,38659,office,would,,
a_ford,7,38659,a,ford,,
devices_and,7,38659,devices,and,,
that_happening,7,38659,that,happening,,
montgomery_said,7,38659,montgomery,said,,
balked_at,7,38659,balked,at,,
street_when,7,38659,street,when,,
a_memoir,7,38659,a,memoir,,
three_week,7,38659,three,week,,
through_mid,7,38659,through,mid,,
recalled_a,7,38659,recalled,a,,
those_plans,7,38659,those,plans,,
sunday_of,7,38659,sunday,of,,
give_and,7,38659,give,and,,
here_who,7,38659,here,who,,
pass_and,7,38659,pass,and,,
is_years,7,38659,is,years,,
some_schools,7,38659,some,schools,,
in_cooperstown,7,38659,in,cooperstown,,
master_class,7,38659,master,class,,
in_lebanon,7,38659,in,lebanon,,
but_much,7,38659,but,much,,
hours_with,7,38659,hours,with,,
events_of,7,38659,events,of,,
teachers_at,7,38659,teachers,at,,
this_she,7,38659,this,she,,
cook_said,7,38659,cook,said,,
set_an,7,38659,set,an,,
the_gentle,7,38659,the,gentle,,
the_politically,7,38659,the,politically,,
otherwise_the,7,38659,otherwise,the,,
thomas_a,7,38659,thomas,a,,
mexican_american,7,38659,mexican,american,,
growth_rate,7,38659,growth,rate,,
and_programs,7,38659,and,programs,,
with_credit,7,38659,with,credit,,
a_cloud,7,38659,a,cloud,,
more_careful,7,38659,more,careful,,
his_vision,7,38659,his,vision,,
its_national,7,38659,its,national,,
video_camera,7,38659,video,camera,,
a_throwback,7,38659,a,throwback,,
gauge_of,7,38659,gauge,of,,
ways_with,7,38659,ways,with,,
decade_long,7,38659,decade,long,,
street_san,7,38659,street,san,,
accusing_the,7,38659,accusing,the,,
ã_that,7,38659,ã,that,,
been_issued,7,38659,been,issued,,
phone_at,7,38659,phone,at,,
county_state's,7,38659,county,state's,,
state_legislator,7,38659,state,legislator,,
dishes_are,7,38659,dishes,are,,
drawn_out,7,38659,drawn,out,,
been_driven,7,38659,been,driven,,
the_bipartisan,7,38659,the,bipartisan,,
it's_part,7,38659,it's,part,,
low_performing,7,38659,low,performing,,
schools_with,7,38659,schools,with,,
and_point,7,38659,and,point,,
artists_will,7,38659,artists,will,,
the_looks,7,38659,the,looks,,
of_humanity,7,38659,of,humanity,,
disorder_and,7,38659,disorder,and,,
the_tragic,7,38659,the,tragic,,
horses_and,7,38659,horses,and,,
minutes_but,7,38659,minutes,but,,
national_championships,7,38659,national,championships,,
races_and,7,38659,races,and,,
alaska_airlines,7,38659,alaska,airlines,,
financial_data,7,38659,financial,data,,
his_annual,7,38659,his,annual,,
and_fish,7,38659,and,fish,,
the_mere,7,38659,the,mere,,
about_members,7,38659,about,members,,
a.m_a.m,7,38659,a.m,a.m,,
matt_damon,7,38659,matt,damon,,
of_dark,7,38659,of,dark,,
pretended_to,7,38659,pretended,to,,
and_bobby,7,38659,and,bobby,,
executives_at,7,38659,executives,at,,
the_beijing,7,38659,the,beijing,,
when_she's,7,38659,when,she's,,
more_exciting,7,38659,more,exciting,,
their_medical,7,38659,their,medical,,
cal_state,7,38659,cal,state,,
a_blender,7,38659,a,blender,,
captures_the,7,38659,captures,the,,
hardly_a,7,38659,hardly,a,,
ended_its,7,38659,ended,its,,
tablespoons_of,7,38659,tablespoons,of,,
pleasure_of,7,38659,pleasure,of,,
week_about,7,38659,week,about,,
play_when,7,38659,play,when,,
city_can,7,38659,city,can,,
and_prepare,7,38659,and,prepare,,
would_spend,7,38659,would,spend,,
age_at,7,38659,age,at,,
nearly_five,7,38659,nearly,five,,
point_guards,7,38659,point,guards,,
locally_owned,7,38659,locally,owned,,
the_pepsi,7,38659,the,pepsi,,
goldstein_said,7,38659,goldstein,said,,
seeing_some,7,38659,seeing,some,,
interest_loans,7,38659,interest,loans,,
they_faced,7,38659,they,faced,,
million_years,7,38659,million,years,,
showed_off,7,38659,showed,off,,
turning_out,7,38659,turning,out,,
accepted_in,7,38659,accepted,in,,
the_performers,7,38659,the,performers,,
at_as,7,38659,at,as,,
hunting_and,7,38659,hunting,and,,
won't_happen,7,38659,won't,happen,,
touched_the,7,38659,touched,the,,
the_wound,7,38659,the,wound,,
and_fan,7,38659,and,fan,,
saw_in,7,38659,saw,in,,
pick_from,7,38659,pick,from,,
title_since,7,38659,title,since,,
whose_family,7,38659,whose,family,,
and_bar,7,38659,and,bar,,
oh_i,7,38659,oh,i,,
and_global,7,38659,and,global,,
insurance_policy,7,38659,insurance,policy,,
policy_in,7,38659,policy,in,,
games_starts,7,38659,games,starts,,
and_supports,7,38659,and,supports,,
and_phoenix,7,38659,and,phoenix,,
of_saturday,7,38659,of,saturday,,
jones_dome,7,38659,jones,dome,,
homes_with,7,38659,homes,with,,
a_packed,7,38659,a,packed,,
september_that,7,38659,september,that,,
got_home,7,38659,got,home,,
an_affair,7,38659,an,affair,,
who_averaged,7,38659,who,averaged,,
police_car,7,38659,police,car,,
the_continuing,7,38659,the,continuing,,
it_sets,7,38659,it,sets,,
day_kindergarten,7,38659,day,kindergarten,,
and_campaign,7,38659,and,campaign,,
business_was,7,38659,business,was,,
doubt_in,7,38659,doubt,in,,
q_the,7,38659,q,the,,
fidel_castro,7,38659,fidel,castro,,
from_such,7,38659,from,such,,
graduating_in,7,38659,graduating,in,,
feels_as,7,38659,feels,as,,
have_suffered,7,38659,have,suffered,,
a_radical,7,38659,a,radical,,
whose_home,7,38659,whose,home,,
extra_virgin,7,38659,extra,virgin,,
all_so,7,38659,all,so,,
workers_with,7,38659,workers,with,,
history_museum,7,38659,history,museum,,
won_its,7,38659,won,its,,
at_nearly,7,38659,at,nearly,,
debt_the,7,38659,debt,the,,
team_captain,7,38659,team,captain,,
a_worse,7,38659,a,worse,,
of_yet,7,38659,of,yet,,
a_roadside,7,38659,a,roadside,,
to_consolidate,7,38659,to,consolidate,,
among_us,7,38659,among,us,,
of_southeast,7,38659,of,southeast,,
bounce_back,7,38659,bounce,back,,
tuesday_night's,7,38659,tuesday,night's,,
era_to,7,38659,era,to,,
which_oversees,7,38659,which,oversees,,
a_platter,7,38659,a,platter,,
a_roof,7,38659,a,roof,,
ever_done,7,38659,ever,done,,
and_organic,7,38659,and,organic,,
forrest_said,7,38659,forrest,said,,
â_meaning,7,38659,â,meaning,,
spurred_by,7,38659,spurred,by,,
he_hasnâ,7,38659,he,hasnâ,,
series_i,7,38659,series,i,,
experiences_and,7,38659,experiences,and,,
of_medina,7,38659,of,medina,,
honored_for,7,38659,honored,for,,
without_pay,7,38659,without,pay,,
top_gun,7,38659,top,gun,,
an_organizer,7,38659,an,organizer,,
attract_the,7,38659,attract,the,,
their_homework,7,38659,their,homework,,
and_argued,7,38659,and,argued,,
mayorâ_s,7,38659,mayorâ,s,,
fire_extinguisher,7,38659,fire,extinguisher,,
unit_in,7,38659,unit,in,,
a_tasting,7,38659,a,tasting,,
payments_for,7,38659,payments,for,,
five_states,7,38659,five,states,,
overdraft_fees,7,38659,overdraft,fees,,
of_racial,7,38659,of,racial,,
started_their,7,38659,started,their,,
soul_and,7,38659,soul,and,,
and_rolls,7,38659,and,rolls,,
course_to,7,38659,course,to,,
stakes_are,7,38659,stakes,are,,
toronto_and,7,38659,toronto,and,,
and_gordon,7,38659,and,gordon,,
stories_from,7,38659,stories,from,,
tax_collections,7,38659,tax,collections,,
sides_in,7,38659,sides,in,,
running_from,7,38659,running,from,,
may_p.m,7,38659,may,p.m,,
his_fans,7,38659,his,fans,,
calif_based,7,38659,calif,based,,
profit_sharing,7,38659,profit,sharing,,
in_unison,7,38659,in,unison,,
season_said,7,38659,season,said,,
my_shoulder,7,38659,my,shoulder,,
family_i,7,38659,family,i,,
operation_in,7,38659,operation,in,,
the_broth,7,38659,the,broth,,
dallas_based,7,38659,dallas,based,,
attention_for,7,38659,attention,for,,
air_travel,7,38659,air,travel,,
these_types,7,38659,these,types,,
his_status,7,38659,his,status,,
he_maintained,7,38659,he,maintained,,
revolution_and,7,38659,revolution,and,,
the_countryâ,7,38659,the,countryâ,,
the_framework,7,38659,the,framework,,
tickets_go,7,38659,tickets,go,,
environment_that,7,38659,environment,that,,
we_learned,7,38659,we,learned,,
the_auditor's,7,38659,the,auditor's,,
budget_on,7,38659,budget,on,,
is_totally,7,38659,is,totally,,
and_stuffed,7,38659,and,stuffed,,
court_at,7,38659,court,at,,
jersey_journal,7,38659,jersey,journal,,
francisco_where,7,38659,francisco,where,,
rates_at,7,38659,rates,at,,
celebrates_the,7,38659,celebrates,the,,
that_today,7,38659,that,today,,
more_interested,7,38659,more,interested,,
rain_or,7,38659,rain,or,,
hours_he,7,38659,hours,he,,
involves_the,7,38659,involves,the,,
players_out,7,38659,players,out,,
republicans_say,7,38659,republicans,say,,
marry_a,7,38659,marry,a,,
a_or,7,38659,a,or,,
beer_in,7,38659,beer,in,,
marco_rubio,7,38659,marco,rubio,,
says_so,7,38659,says,so,,
from_members,7,38659,from,members,,
runners_up,7,38659,runners,up,,
his_report,7,38659,his,report,,
no_record,7,38659,no,record,,
you_an,7,38659,you,an,,
money_with,7,38659,money,with,,
say_are,7,38659,say,are,,
of_feeling,7,38659,of,feeling,,
earthquake_in,7,38659,earthquake,in,,
at_penn,7,38659,at,penn,,
dish_is,7,38659,dish,is,,
and_fruit,7,38659,and,fruit,,
in_stock,7,38659,in,stock,,
evening_at,7,38659,evening,at,,
on_street,7,38659,on,street,,
league_win,7,38659,league,win,,
he_hired,7,38659,he,hired,,
and_minnesota,7,38659,and,minnesota,,
palm_trees,7,38659,palm,trees,,
shop_on,7,38659,shop,on,,
golf_channel,7,38659,golf,channel,,
mount_st,7,38659,mount,st,,
maryâ_s,7,38659,maryâ,s,,
topping_the,7,38659,topping,the,,
step_out,7,38659,step,out,,
against_both,7,38659,against,both,,
to_cities,7,38659,to,cities,,
vice_mayor,7,38659,vice,mayor,,
states_as,7,38659,states,as,,
a_cousin,7,38659,a,cousin,,
mounds_of,7,38659,mounds,of,,
in_hybrid,7,38659,in,hybrid,,
his_longtime,7,38659,his,longtime,,
thinks_it,7,38659,thinks,it,,
the_politics,7,38659,the,politics,,
cut_that,7,38659,cut,that,,
fighting_and,7,38659,fighting,and,,
graphic_design,7,38659,graphic,design,,
leaving_for,7,38659,leaving,for,,
for_art,7,38659,for,art,,
love_â,7,38659,love,â,,
be_nearly,7,38659,be,nearly,,
herself_in,7,38659,herself,in,,
statement_and,7,38659,statement,and,,
century_of,7,38659,century,of,,
snapshot_of,7,38659,snapshot,of,,
honest_with,7,38659,honest,with,,
from_october,7,38659,from,october,,
on_sundays,7,38659,on,sundays,,
student_and,7,38659,student,and,,
it's_already,7,38659,it's,already,,
far_fewer,7,38659,far,fewer,,
prince_george's,7,38659,prince,george's,,
meetings_to,7,38659,meetings,to,,
they_tend,7,38659,they,tend,,
storm_and,7,38659,storm,and,,
for_investors,7,38659,for,investors,,
opportunities_in,7,38659,opportunities,in,,
ball_but,7,38659,ball,but,,
oct_and,7,38659,oct,and,,
kick_p,7,38659,kick,p,,
every_student,7,38659,every,student,,
staffers_and,7,38659,staffers,and,,
has_previously,7,38659,has,previously,,
the_offices,7,38659,the,offices,,
tips_on,7,38659,tips,on,,
have_room,7,38659,have,room,,
my_guess,7,38659,my,guess,,
outs_in,7,38659,outs,in,,
yard_run,7,38659,yard,run,,
and_mustard,7,38659,and,mustard,,
ring_and,7,38659,ring,and,,
man_you,7,38659,man,you,,
i'm_running,7,38659,i'm,running,,
implications_for,7,38659,implications,for,,
really_going,7,38659,really,going,,
even_greater,7,38659,even,greater,,
they_offered,7,38659,they,offered,,
per_session,7,38659,per,session,,
placing_the,7,38659,placing,the,,
ask_how,7,38659,ask,how,,
centerâ_s,7,38659,centerâ,s,,
hong_kong's,7,38659,hong,kong's,,
voice_for,7,38659,voice,for,,
connect_to,7,38659,connect,to,,
hear_this,7,38659,hear,this,,
yards_he,7,38659,yards,he,,
of_electric,7,38659,of,electric,,
fashion_week,7,38659,fashion,week,,
state_p.m,7,38659,state,p.m,,
date_back,7,38659,date,back,,
that_produces,7,38659,that,produces,,
with_employees,7,38659,with,employees,,
observed_that,7,38659,observed,that,,
were_joined,7,38659,were,joined,,
michele_bachmann,7,38659,michele,bachmann,,
valley_high,7,38659,valley,high,,
washington_said,7,38659,washington,said,,
and_striking,7,38659,and,striking,,
very_smart,7,38659,very,smart,,
and_discard,7,38659,and,discard,,
two_on,7,38659,two,on,,
same_quarter,7,38659,same,quarter,,
new_faces,7,38659,new,faces,,
has_strong,7,38659,has,strong,,
week_against,7,38659,week,against,,
the_astros,7,38659,the,astros,,
since_being,7,38659,since,being,,
october_he,7,38659,october,he,,
awareness_about,7,38659,awareness,about,,
adept_at,7,38659,adept,at,,
work_because,7,38659,work,because,,
has_expressed,7,38659,has,expressed,,
cancer_she,7,38659,cancer,she,,
a_colleague,7,38659,a,colleague,,
and_included,7,38659,and,included,,
from_various,7,38659,from,various,,
times_they,7,38659,times,they,,
also_serves,7,38659,also,serves,,
recalled_the,7,38659,recalled,the,,
havre_de,7,38659,havre,de,,
de_grace,7,38659,de,grace,,
could_eventually,7,38659,could,eventually,,
rose_was,7,38659,rose,was,,
declaring_that,7,38659,declaring,that,,
had_driven,7,38659,had,driven,,
barely_a,7,38659,barely,a,,
johnson_who,7,38659,johnson,who,,
ones_to,7,38659,ones,to,,
buy_that,7,38659,buy,that,,
food_or,7,38659,food,or,,
family_on,7,38659,family,on,,
i_drove,7,38659,i,drove,,
scattered_throughout,7,38659,scattered,throughout,,
to_discourage,7,38659,to,discourage,,
missouri_has,7,38659,missouri,has,,
of_organizations,7,38659,of,organizations,,
as_mr,7,38659,as,mr,,
needless_to,7,38659,needless,to,,
opportunity_in,7,38659,opportunity,in,,
christie_to,7,38659,christie,to,,
games_have,7,38659,games,have,,
a_script,7,38659,a,script,,
again_without,7,38659,again,without,,
as_players,7,38659,as,players,,
however_may,7,38659,however,may,,
can_stay,7,38659,can,stay,,
he_struggled,7,38659,he,struggled,,
death_sentence,7,38659,death,sentence,,
important_is,7,38659,important,is,,
free_the,7,38659,free,the,,
effort_was,7,38659,effort,was,,
how_close,7,38659,how,close,,
whether_this,7,38659,whether,this,,
dog_was,7,38659,dog,was,,
congress_the,7,38659,congress,the,,
chicken_breast,7,38659,chicken,breast,,
to_recall,7,38659,to,recall,,
clementiâ_s,7,38659,clementiâ,s,,
braun_said,7,38659,braun,said,,
pulled_from,7,38659,pulled,from,,
of_forest,7,38659,of,forest,,
and_outdoor,7,38659,and,outdoor,,
this_episode,7,38659,this,episode,,
s_job,7,38659,s,job,,
to_clinch,7,38659,to,clinch,,
had_percent,7,38659,had,percent,,
temperatures_and,7,38659,temperatures,and,,
and_operate,7,38659,and,operate,,
1970s_and,7,38659,1970s,and,,
were_really,7,38659,were,really,,
head_coaching,7,38659,head,coaching,,
themselves_or,7,38659,themselves,or,,
whole_time,7,38659,whole,time,,
by_public,7,38659,by,public,,
â_among,7,38659,â,among,,
backed_the,7,38659,backed,the,,
hit_that,7,38659,hit,that,,
complaint_with,7,38659,complaint,with,,
murder_charge,7,38659,murder,charge,,
said_only,7,38659,said,only,,
visit_was,7,38659,visit,was,,
sanford_fla,7,38659,sanford,fla,,
portland_based,7,38659,portland,based,,
raise_a,7,38659,raise,a,,
wasn't_there,7,38659,wasn't,there,,
injuries_in,7,38659,injuries,in,,
prospect_in,7,38659,prospect,in,,
pitcher_to,7,38659,pitcher,to,,
producers_and,7,38659,producers,and,,
injured_and,7,38659,injured,and,,
be_re,7,38659,be,re,,
doing_he,7,38659,doing,he,,
service_would,7,38659,service,would,,
monitoring_the,7,38659,monitoring,the,,
has_owned,7,38659,has,owned,,
is_aware,7,38659,is,aware,,
within_one,7,38659,within,one,,
supply_chain,7,38659,supply,chain,,
family_court,7,38659,family,court,,
an_emerging,7,38659,an,emerging,,
roger_clemens,7,38659,roger,clemens,,
and_goes,7,38659,and,goes,,
buying_and,7,38659,buying,and,,
starts_out,7,38659,starts,out,,
be_distributed,7,38659,be,distributed,,
our_town,7,38659,our,town,,
blood_test,7,38659,blood,test,,
federal_investigation,7,38659,federal,investigation,,
just_said,7,38659,just,said,,
relief_for,7,38659,relief,for,,
saw_me,7,38659,saw,me,,
the_outgoing,7,38659,the,outgoing,,
at_stores,7,38659,at,stores,,
ceo_in,7,38659,ceo,in,,
officers_association,7,38659,officers,association,,
tonight's_game,7,38659,tonight's,game,,
indicated_the,7,38659,indicated,the,,
of_asking,7,38659,of,asking,,
secretary_for,7,38659,secretary,for,,
framework_for,7,38659,framework,for,,
prisoner_of,7,38659,prisoner,of,,
counties_to,7,38659,counties,to,,
he_checked,7,38659,he,checked,,
may_end,7,38659,may,end,,
today_you,7,38659,today,you,,
finished_first,7,38659,finished,first,,
small_companies,7,38659,small,companies,,
clark_county,7,38659,clark,county,,
being_called,7,38659,being,called,,
week_earlier,7,38659,week,earlier,,
schools_by,7,38659,schools,by,,
drove_up,7,38659,drove,up,,
in_tustin,7,38659,in,tustin,,
just_from,7,38659,just,from,,
officials_did,7,38659,officials,did,,
spinach_and,7,38659,spinach,and,,
to_romney,7,38659,to,romney,,
the_weakest,7,38659,the,weakest,,
comment_but,7,38659,comment,but,,
whole_different,7,38659,whole,different,,
group_who,7,38659,group,who,,
in_diameter,7,38659,in,diameter,,
charles_west,7,38659,charles,west,,
fund_was,7,38659,fund,was,,
is_led,7,38659,is,led,,
state_funds,7,38659,state,funds,,
in_nevada,7,38659,in,nevada,,
back_that,7,38659,back,that,,
whose_district,7,38659,whose,district,,
the_oath,7,38659,the,oath,,
seat_is,7,38659,seat,is,,
that_let,7,38659,that,let,,
folks_in,7,38659,folks,in,,
the_nato,7,38659,the,nato,,
wine_that,7,38659,wine,that,,
on_creating,7,38659,on,creating,,
obama_the,7,38659,obama,the,,
campus_is,7,38659,campus,is,,
a_struggling,7,38659,a,struggling,,
percent_chance,7,38659,percent,chance,,
let's_face,7,38659,let's,face,,
city_streets,7,38659,city,streets,,
and_fuel,7,38659,and,fuel,,
factor_is,7,38659,factor,is,,
he_leads,7,38659,he,leads,,
morning_i,7,38659,morning,i,,
they_receive,7,38659,they,receive,,
never_again,7,38659,never,again,,
who_attend,7,38659,who,attend,,
big_step,7,38659,big,step,,
news_as,7,38659,news,as,,
beers_and,7,38659,beers,and,,
are_safe,7,38659,are,safe,,
a_center,7,38659,a,center,,
scoring_and,7,38659,scoring,and,,
everything_a,7,38659,everything,a,,
around_us,7,38659,around,us,,
to_older,7,38659,to,older,,
former_student,7,38659,former,student,,
trim_the,7,38659,trim,the,,
unincorporated_areas,7,38659,unincorporated,areas,,
their_losses,7,38659,their,losses,,
as_iâ,7,38659,as,iâ,,
re_still,7,38659,re,still,,
warmth_and,7,38659,warmth,and,,
expertise_in,7,38659,expertise,in,,
wonder_the,7,38659,wonder,the,,
know_there's,7,38659,know,there's,,
inning_in,7,38659,inning,in,,
services_were,7,38659,services,were,,
with_confidence,7,38659,with,confidence,,
flavors_in,7,38659,flavors,in,,
of_commitment,7,38659,of,commitment,,
use_this,7,38659,use,this,,
the_perspective,7,38659,the,perspective,,
movie_was,7,38659,movie,was,,
house_officials,7,38659,house,officials,,
make_at,7,38659,make,at,,
that's_ok,7,38659,that's,ok,,
their_main,7,38659,their,main,,
obama's_re,7,38659,obama's,re,,
an_exceptionally,7,38659,an,exceptionally,,
our_entire,7,38659,our,entire,,
that_remain,7,38659,that,remain,,
a_psychiatric,7,38659,a,psychiatric,,
wife_mary,7,38659,wife,mary,,
except_the,7,38659,except,the,,
for_county,7,38659,for,county,,
does_for,7,38659,does,for,,
the_plant's,7,38659,the,plant's,,
guy_was,7,38659,guy,was,,
has_occurred,7,38659,has,occurred,,
highest_point,7,38659,highest,point,,
miller_was,7,38659,miller,was,,
all_she,7,38659,all,she,,
base_to,7,38659,base,to,,
two_feet,7,38659,two,feet,,
troy_tulowitzki,7,38659,troy,tulowitzki,,
the_backs,7,38659,the,backs,,
a_retail,7,38659,a,retail,,
been_denied,7,38659,been,denied,,
coast_conference,7,38659,coast,conference,,
and_hits,7,38659,and,hits,,
ex_boyfriend,7,38659,ex,boyfriend,,
and_feed,7,38659,and,feed,,
phone_records,7,38659,phone,records,,
it's_impossible,7,38659,it's,impossible,,
j_j,7,38659,j,j,,
which_allows,7,38659,which,allows,,
up_only,7,38659,up,only,,
won_all,7,38659,won,all,,
a_shell,7,38659,a,shell,,
behind_and,7,38659,behind,and,,
three_stars,7,38659,three,stars,,
visible_from,7,38659,visible,from,,
of_tuesday,7,38659,of,tuesday,,
had_found,7,38659,had,found,,
mile_away,7,38659,mile,away,,
the_closings,7,38659,the,closings,,
legal_counsel,7,38659,legal,counsel,,
to_lean,7,38659,to,lean,,
same_one,7,38659,same,one,,
national_health,7,38659,national,health,,
although_that,7,38659,although,that,,
wen_field,7,38659,wen,field,,
disputed_the,7,38659,disputed,the,,
each_new,7,38659,each,new,,
committee_also,7,38659,committee,also,,
the_grueling,7,38659,the,grueling,,
a_diving,7,38659,a,diving,,
have_offered,7,38659,have,offered,,
three_minutes,7,38659,three,minutes,,
by_al,7,38659,by,al,,
gingrich_said,7,38659,gingrich,said,,
home_by,7,38659,home,by,,
points_that,7,38659,points,that,,
vikings_have,7,38659,vikings,have,,
federal_trade,7,38659,federal,trade,,
park_he,7,38659,park,he,,
other_republican,7,38659,other,republican,,
sixth_place,7,38659,sixth,place,,
real_problem,7,38659,real,problem,,
but_things,7,38659,but,things,,
the_largely,7,38659,the,largely,,
themselves_they,7,38659,themselves,they,,
will_share,7,38659,will,share,,
remember_this,7,38659,remember,this,,
of_carbon,7,38659,of,carbon,,
of_trenton,7,38659,of,trenton,,
bang_theory,7,38659,bang,theory,,
it_hopes,7,38659,it,hopes,,
fire_officials,7,38659,fire,officials,,
place_an,7,38659,place,an,,
r_american,7,38659,r,american,,
jumped_in,7,38659,jumped,in,,
thought_you,7,38659,thought,you,,
war_is,7,38659,war,is,,
was_comfortable,7,38659,was,comfortable,,
the_wave,7,38659,the,wave,,
minor_leagues,7,38659,minor,leagues,,
mexico's_most,7,38659,mexico's,most,,
of_youth,7,38659,of,youth,,
that_date,7,38659,that,date,,
with_gas,7,38659,with,gas,,
late_at,7,38659,late,at,,
and_controversial,7,38659,and,controversial,,
estate_investment,7,38659,estate,investment,,
murdoch_said,7,38659,murdoch,said,,
a_fort,7,38659,a,fort,,
message_he,7,38659,message,he,,
and_wash,7,38659,and,wash,,
that's_only,7,38659,that's,only,,
our_employees,7,38659,our,employees,,
i'm_like,7,38659,i'm,like,,
the_chrysler,7,38659,the,chrysler,,
before_using,7,38659,before,using,,
pacific_coast,7,38659,pacific,coast,,
about_twice,7,38659,about,twice,,
of_lower,7,38659,of,lower,,
an_island,7,38659,an,island,,
and_unusual,7,38659,and,unusual,,
the_casinos,7,38659,the,casinos,,
are_built,7,38659,are,built,,
or_free,7,38659,or,free,,
the_still,7,38659,the,still,,
his_stock,7,38659,his,stock,,
budget_cutting,7,38659,budget,cutting,,
seasonâ_s,7,38659,seasonâ,s,,
by_buying,7,38659,by,buying,,
occurring_in,7,38659,occurring,in,,
â_œit's,7,38659,â,œit's,,
doesn't_look,7,38659,doesn't,look,,
a_pet,7,38659,a,pet,,
is_executive,7,38659,is,executive,,
elk_grove,7,38659,elk,grove,,
rock_the,7,38659,rock,the,,
time_jobs,7,38659,time,jobs,,
the_port's,7,38659,the,port's,,
ahead_run,7,38659,ahead,run,,
course_there,7,38659,course,there,,
central_office,7,38659,central,office,,
the_stone,7,38659,the,stone,,
had_helped,7,38659,had,helped,,
also_scheduled,7,38659,also,scheduled,,
to_social,7,38659,to,social,,
proposed_a,7,38659,proposed,a,,
city_owned,7,38659,city,owned,,
an_exceptional,7,38659,an,exceptional,,
pepper_pike,7,38659,pepper,pike,,
both_events,7,38659,both,events,,
made_before,7,38659,made,before,,
chicago_bears,7,38659,chicago,bears,,
him_all,7,38659,him,all,,
following_that,7,38659,following,that,,
junior_season,7,38659,junior,season,,
billions_in,7,38659,billions,in,,
found_some,7,38659,found,some,,
who_held,7,38659,who,held,,
in_wednesday's,7,38659,in,wednesday's,,
the_bailout,7,38659,the,bailout,,
it's_taken,7,38659,it's,taken,,
a_hands,7,38659,a,hands,,
a_joy,7,38659,a,joy,,
on_large,7,38659,on,large,,
parents_for,7,38659,parents,for,,
are_certainly,7,38659,are,certainly,,
year_however,7,38659,year,however,,
law_with,7,38659,law,with,,
adding_another,7,38659,adding,another,,
hour_minutes,7,38659,hour,minutes,,
they're_on,7,38659,they're,on,,
only_this,7,38659,only,this,,
are_kind,7,38659,are,kind,,
â_œis,7,38659,â,œis,,
with_plastic,7,38659,with,plastic,,
land_the,7,38659,land,the,,
neighborhood_the,7,38659,neighborhood,the,,
guy_they,7,38659,guy,they,,
out_just,7,38659,out,just,,
thankful_for,7,38659,thankful,for,,
and_error,7,38659,and,error,,
be_immediately,7,38659,be,immediately,,
chen_guangcheng,7,38659,chen,guangcheng,,
salazar_said,7,38659,salazar,said,,
ducks_are,7,38659,ducks,are,,
states_should,7,38659,states,should,,
experience_as,7,38659,experience,as,,
laws_that,7,38659,laws,that,,
he_sits,7,38659,he,sits,,
born_with,7,38659,born,with,,
who_loves,7,38659,who,loves,,
offering_to,7,38659,offering,to,,
extended_his,7,38659,extended,his,,
the_depression,7,38659,the,depression,,
kids_the,7,38659,kids,the,,
